collection_type,region_name,creek,site_name,site_e_dna_data_file,new_site,minnow_site,zone,easting,northing,date_raw,year,s_code,geom,date
ground,VF,Murray,Reimer,MU02 ,MU02,NA,10,431611,5987921,44035,2020,1,"c(1127780.51119938, 1005282.91298595)",2020-07-23
ground,VF,Murray,Reimer,MU02 ,MU02,NA,10,431611,5987921,44069,2020,2,"c(1127780.51119938, 1005282.91298595)",2020-08-26
ground,VF,Murray,Reimer,MU02 ,MU02,NA,10,431611,5987921,44107,2020,3,"c(1127780.51119938, 1005282.91298595)",2020-10-03
ground,VF,Murray,Reimer,MU02 ,MU02,NA,10,431611,5987921,44135,2020,4,"c(1127780.51119938, 1005282.91298595)",2020-10-31
ground,VF,Murray,K. Bailey,MU03 ,MU03,NA,10,430396,5989157,44035,2020,1,"c(1126517.0616994, 1006470.13979083)",2020-07-23
ground,VF,Murray,K. Bailey,MU03 ,MU03,NA,10,430396,5989157,44068,2020,2,"c(1126517.0616994, 1006470.13979083)",2020-08-25
ground,VF,Murray,K. Bailey,MU03 ,MU03,NA,10,430396,5989157,44107,2020,3,"c(1126517.0616994, 1006470.13979083)",2020-10-03
ground,VF,Murray,K. Bailey,MU03 ,MU03,NA,10,430396,5989157,44135,2020,4,"c(1126517.0616994, 1006470.13979083)",2020-10-31
ground,VF,Murray,Elder Bailey/Elijah Wiens,MU04,MU04,NA,10,429988,5990069,44035,2020,1,"c(1126071.71401129, 1007366.83738112)",2020-07-23
ground,VF,Murray,Elder Bailey/Elijah Wiens,MU04,MU04,NA,10,429988,5990069,44068,2020,2,"c(1126071.71401129, 1007366.83738112)",2020-08-25
ground,VF,Murray,Elder Bailey/Elijah Wiens,MU04,MU04,NA,10,429988,5990069,44107,2020,3,"c(1126071.71401129, 1007366.83738112)",2020-10-03
ground,VF,Murray,Elder Bailey/Elijah Wiens,MU04,MU04,NA,10,429988,5990069,44135,2020,4,"c(1126071.71401129, 1007366.83738112)",2020-10-31
ground,VF,Murray,Andros,MU06 ,MU05,MU05,10,429780,5992667,44035,2020,1,"c(1125754.19007691, 1009961.66149606)",2020-07-23
ground,VF,Murray,Andros,MU06 ,MU05,MU05,10,429780,5992667,44068,2020,2,"c(1125754.19007691, 1009961.66149606)",2020-08-25
ground,VF,Murray,Andros,MU06 ,MU05,MU05,10,429780,5992667,44107,2020,3,"c(1125754.19007691, 1009961.66149606)",2020-10-03
ground,VF,Murray,Andros,MU06 ,MU05,MU05,10,429780,5992667,44135,2020,4,"c(1125754.19007691, 1009961.66149606)",2020-10-31
ground,VF,Murray,Top Hay,MU07 ,MU06,NA,10,430396,5993619,44035,2020,1,"c(1126327.78317589, 1010941.81942556)",2020-07-23
ground,VF,Murray,Top Hay,MU07 ,MU06,NA,10,430396,5993619,44068,2020,2,"c(1126327.78317589, 1010941.81942556)",2020-08-25
ground,VF,Murray,Top Hay,MU07 ,MU06,NA,10,430396,5993619,44107,2020,3,"c(1126327.78317589, 1010941.81942556)",2020-10-03
ground,VF,Murray,Top Hay,MU07 ,MU06,NA,10,430396,5993619,44135,2020,4,"c(1126327.78317589, 1010941.81942556)",2020-10-31
ground,VF,Murray,Upper Bailey,MU05,MU07,NA,10,430201,5990138,44035,2020,1,"c(1126281.08931995, 1007445.00772964)",2020-07-23
ground,VF,Murray,Upper Bailey,MU05,MU07,NA,10,430201,5990138,44068,2020,2,"c(1126281.08931995, 1007445.00772964)",2020-08-25
ground,VF,Murray,Upper Bailey,MU05,MU07,NA,10,430201,5990138,44107,2020,3,"c(1126281.08931995, 1007445.00772964)",2020-10-03
ground,VF,Murray,Upper Bailey,MU05,MU07,NA,10,430201,5990138,44135,2020,4,"c(1126281.08931995, 1007445.00772964)",2020-10-31
ground,VF,Murray,Silver,MU01,MU01,NA,10,433070,5987471,44376,2021,1,"c(1129253.82798501, 1004893.71768706)",2021-06-29
ground,VF,Murray,Silver,MU01,MU01,NA,10,433070,5987471,44398,2021,2,"c(1129253.82798501, 1004893.71768706)",2021-07-21
ground,VF,Murray,Silver,MU01,MU01,NA,10,433070,5987471,44432,2021,3,"c(1129253.82798501, 1004893.71768706)",2021-08-24
ground,VF,Murray,Reimer,MU02 ,MU02,NA,10,431611,5987921,44376,2021,1,"c(1127780.51119938, 1005282.91298595)",2021-06-29
ground,VF,Murray,Reimer,MU02 ,MU02,NA,10,431611,5987921,44398,2021,2,"c(1127780.51119938, 1005282.91298595)",2021-07-21
ground,VF,Murray,Reimer,MU02 ,MU02,NA,10,431611,5987921,45528,2021,3,"c(1127780.51119938, 1005282.91298595)",2024-08-24
ground,VF,Murray,K. Bailey,MU03 ,MU03,NA,10,430396,5989157,44376,2021,1,"c(1126517.0616994, 1006470.13979083)",2021-06-29
ground,VF,Murray,K. Bailey,MU03 ,MU03,NA,10,430396,5989157,44398,2021,2,"c(1126517.0616994, 1006470.13979083)",2021-07-21
ground,VF,Murray,K. Bailey,MU03 ,MU03,NA,10,430396,5989157,44432,2021,3,"c(1126517.0616994, 1006470.13979083)",2021-08-24
ground,VF,Murray,Elder Bailey/Elijah Wiens,MU04,MU04,NA,10,429988,5990069,44376,2021,1,"c(1126071.71401129, 1007366.83738112)",2021-06-29
ground,VF,Murray,Elder Bailey/Elijah Wiens,MU04,MU04,NA,10,429988,5990069,44398,2021,2,"c(1126071.71401129, 1007366.83738112)",2021-07-21
ground,VF,Murray,Elder Bailey/Elijah Wiens,MU04,MU04,NA,10,429988,5990069,44432,2021,3,"c(1126071.71401129, 1007366.83738112)",2021-08-24
ground,VF,Murray,Andros,MU05,MU05,NA,10,429780,5992667,44376,2021,1,"c(1125754.19007691, 1009961.66149606)",2021-06-29
ground,VF,Murray,Andros,MU05,MU05,NA,10,429780,5992667,44398,2021,2,"c(1125754.19007691, 1009961.66149606)",2021-07-21
ground,VF,Murray,Andros,MU05,MU05,NA,10,429780,5992667,44432,2021,3,"c(1125754.19007691, 1009961.66149606)",2021-08-24
ground,VF,Murray,Top Hay,MU06 ,MU06,MU06 ,10,430396,5993619,44376,2021,1,"c(1126327.78317589, 1010941.81942556)",2021-06-29
ground,VF,Murray,Top Hay,MU06 ,MU06,MU06 ,10,430396,5993619,44398,2021,2,"c(1126327.78317589, 1010941.81942556)",2021-07-21
ground,VF,Murray,Top Hay,MU06 ,MU06,MU06 ,10,430396,5993619,44432,2021,3,"c(1126327.78317589, 1010941.81942556)",2021-08-24
ground,VF,Murray,Silver,MU01,MU01,NA,10,433070,5987471,44756,2022,1,"c(1129253.82798501, 1004893.71768706)",2022-07-14
ground,VF,Murray,Silver,MU01,MU01,NA,10,433070,5987471,44791,2022,2,"c(1129253.82798501, 1004893.71768706)",2022-08-18
ground,VF,Murray,Silver,MU01,MU01,NA,10,433070,5987471,44828,2022,3,"c(1129253.82798501, 1004893.71768706)",2022-09-24
ground,VF,Murray,Reimer,MU02,MU02,NA,10,431611,5987921,44756,2022,1,"c(1127780.51119938, 1005282.91298595)",2022-07-14
ground,VF,Murray,Reimer,MU02,MU02,NA,10,431611,5987921,44791,2022,2,"c(1127780.51119938, 1005282.91298595)",2022-08-18
ground,VF,Murray,Reimer,MU02,MU02,NA,10,431611,5987921,44828,2022,3,"c(1127780.51119938, 1005282.91298595)",2022-09-24
ground,VF,Murray,K. Bailey,MU03,MU03,NA,10,430396,5989157,44756,2022,1,"c(1126517.0616994, 1006470.13979083)",2022-07-14
ground,VF,Murray,K. Bailey,MU03,MU03,NA,10,430396,5989157,44791,2022,2,"c(1126517.0616994, 1006470.13979083)",2022-08-18
ground,VF,Murray,K. Bailey,MU03,MU03,NA,10,430396,5989157,44828,2022,3,"c(1126517.0616994, 1006470.13979083)",2022-09-24
ground,VF,Murray,Elder Bailey/Elijah Wiens,MU04,MU04,NA,10,429998,5990060,44756,2022,1,"c(1126082.06300213, 1007358.24138713)",2022-07-14
ground,VF,Murray,Elder Bailey/Elijah Wiens,MU04,MU04,NA,10,429998,5990060,44791,2022,2,"c(1126082.06300213, 1007358.24138713)",2022-08-18
ground,VF,Murray,Elder Bailey/Elijah Wiens,MU04,MU04,NA,10,429998,5990060,44828,2022,3,"c(1126082.06300213, 1007358.24138713)",2022-09-24
ground,VF,Murray,Andros,MU05,MU05,NA,10,429998,5990060,44756,2022,1,"c(1126082.06300213, 1007358.24138713)",2022-07-14
ground,VF,Murray,Andros,MU05,MU05,NA,10,429780,5992667,44756,2022,1,"c(1125754.19007691, 1009961.66149606)",2022-07-14
ground,VF,Murray,Andros,MU05,MU05,NA,10,429780,5992667,44791,2022,2,"c(1125754.19007691, 1009961.66149606)",2022-08-18
ground,VF,Murray,Andros,MU05,MU05,NA,10,429780,5992667,44828,2022,3,"c(1125754.19007691, 1009961.66149606)",2022-09-24
ground,VF,Murray,Top Hay,MU06,MU06,MU06,10,430396,5993619,44756,2022,1,"c(1126327.78317589, 1010941.81942556)",2022-07-14
ground,VF,Murray,Top Hay,MU06,MU06,MU06,10,430396,5993619,44791,2022,2,"c(1126327.78317589, 1010941.81942556)",2022-08-18
ground,VF,Murray,Top Hay,MU06,MU06,MU06,10,430396,5993619,44828,2022,3,"c(1126327.78317589, 1010941.81942556)",2022-09-24
ground,VF,Murray,Silver,MU01,MU01,NA,10,433070,5987471,45106,2023,1,"c(1129253.82798501, 1004893.71768706)",2023-06-29
ground,VF,Murray,Silver,MU01,MU01,NA,10,433070,5987471,45133,2023,2,"c(1129253.82798501, 1004893.71768706)",2023-07-26
ground,VF,Murray,Silver,MU01,MU01,NA,10,433070,5987471,45168,2023,3,"c(1129253.82798501, 1004893.71768706)",2023-08-30
ground,VF,Murray,Reimer,MU02,MU02,NA,10,431611,5987921,45106,2023,1,"c(1127780.51119938, 1005282.91298595)",2023-06-29
ground,VF,Murray,Reimer,MU02,MU02,NA,10,431611,5987921,45133,2023,2,"c(1127780.51119938, 1005282.91298595)",2023-07-26
ground,VF,Murray,Reimer,MU02,MU02,NA,10,431611,5987921,45168,2023,3,"c(1127780.51119938, 1005282.91298595)",2023-08-30
ground,VF,Murray,K. Bailey,MU03,MU03,NA,10,430396,5989157,45106,2023,1,"c(1126517.0616994, 1006470.13979083)",2023-06-29
ground,VF,Murray,K. Bailey,MU03,MU03,NA,10,430396,5989157,45134,2023,2,"c(1126517.0616994, 1006470.13979083)",2023-07-27
ground,VF,Murray,K. Bailey,MU03,MU03,NA,10,430396,5989157,45168,2023,3,"c(1126517.0616994, 1006470.13979083)",2023-08-30
ground,VF,Murray,Elder Bailey/Elijah Wiens,MU04,MU04,NA,10,429998,5990060,45106,2023,1,"c(1126082.06300213, 1007358.24138713)",2023-06-29
ground,VF,Murray,Elder Bailey/Elijah Wiens,MU04,MU04,NA,10,429998,5990060,45134,2023,2,"c(1126082.06300213, 1007358.24138713)",2023-07-27
ground,VF,Murray,Elder Bailey/Elijah Wiens,MU04,MU04,NA,10,429998,5990060,45168,2023,3,"c(1126082.06300213, 1007358.24138713)",2023-08-30
ground,VF,Murray,Andros,MU05,MU05,NA,10,429780,5992667,45106,2023,1,"c(1125754.19007691, 1009961.66149606)",2023-06-29
ground,VF,Murray,Andros,MU05,MU05,NA,10,429780,5992667,45134,2023,2,"c(1125754.19007691, 1009961.66149606)",2023-07-27
ground,VF,Murray,Andros,MU05,MU05,NA,10,429780,5992667,45169,2023,3,"c(1125754.19007691, 1009961.66149606)",2023-08-31
ground,VF,Murray,Top Hay,MU06,MU06,MU06,10,430396,5993619,45106,2023,1,"c(1126327.78317589, 1010941.81942556)",2023-06-29
ground,VF,Murray,Top Hay,MU06,MU06,MU06,10,430396,5993619,45134,2023,2,"c(1126327.78317589, 1010941.81942556)",2023-07-27
ground,VF,Murray,Top Hay,MU06,MU06,MU06,10,430396,5993619,45169,2023,3,"c(1126327.78317589, 1010941.81942556)",2023-08-31
ground,VF,Murray,Upper Bailey,MU07,MU07,NA,10,430342,5990216,NA,2023,1,"c(1126418.31877752, 1007529.14832352)",NA
ground,VF,Murray,Upper Bailey,MU07,MU07,NA,10,430342,5990216,45134,2023,2,"c(1126418.31877752, 1007529.14832352)",2023-07-27
ground,VF,Murray,Upper Bailey,MU07,MU07,NA,10,430342,5990216,45168,2023,3,"c(1126418.31877752, 1007529.14832352)",2023-08-30
ground,VF,Murray,Alan Martens,MU09,MU09,NA,10,431764,5990794,NA,2023,1,"c(1127811.14293274, 1008168.62502585)",NA
ground,VF,Murray,Alan Martens,MU09,MU09,NA,10,431764,5990794,45134,2023,2,"c(1127811.14293274, 1008168.62502585)",2023-07-27
ground,VF,Murray,Alan Martens,MU09,MU09,NA,10,431764,5990794,45168,2023,3,"c(1127811.14293274, 1008168.62502585)",2023-08-30
ground,VF,Murray,Dale Martens,MU4.1,MU4.1,NA,10,429675,5990517,no sample,2023,1,"c(1125740.73666997, 1007802.55221505)",NA
ground,VF,Murray,Dale Martens,MU4.1,MU4.1,NA,10,429675,5990517,NA,2023,2,"c(1125740.73666997, 1007802.55221505)",NA
ground,VF,Murray,Dale Martens,MU4.1,MU4.1,NA,10,429675,5990517,45168,2023,3,"c(1125740.73666997, 1007802.55221505)",2023-08-30
ground,FSJ,Nahounli,Above ATV crossing,NH02,NH 03,NH 03,10,419204,6034047,44377,2021,1,"c(1113456.38536098, 1050983.15242835)",2021-06-30
ground,FSJ,Nahounli,Above ATV crossing,NH02,NH 03,NH 03,10,419204,6034047,44398,2021,2,"c(1113456.38536098, 1050983.15242835)",2021-07-21
ground,FSJ,Nahounli,Above ATV crossing,NH02,NH 03,NH 03,10,419204,6034047,44433,2021,3,"c(1113456.38536098, 1050983.15242835)",2021-08-25
ground,FSJ,Nahounli,Foot bridge,NH01 ,NH01,NH01 ,10,418397,6033853,44377,2021,1,"c(1112660.3135417, 1050754.47214434)",2021-06-30
ground,FSJ,Nahounli,Foot bridge,NH01 ,NH01,NH01 ,10,418397,6033853,no sample,2021,2,"c(1112660.3135417, 1050754.47214434)",NA
ground,FSJ,Nahounli,Foot bridge,NH01 ,NH01,NH01 ,10,418397,6033853,no sample,2021,3,"c(1112660.3135417, 1050754.47214434)",NA
ground,FSJ,Nahounli,Foot bridge,NH01,NH01,NA,10,418397,6033853,44761,2022,1,"c(1112660.3135417, 1050754.47214434)",2022-07-19
ground,FSJ,Nahounli,Foot bridge,NH01,NH01,NA,10,418397,6033853,44798,2022,2,"c(1112660.3135417, 1050754.47214434)",2022-08-25
ground,FSJ,Nahounli,Foot bridge,NH01,NH01,NA,10,418397,6033853,44819,2022,3,"c(1112660.3135417, 1050754.47214434)",2022-09-15
ground,FSJ,Necoslie,Old bridge,NC01,NC01,NC01,10,419849,6029785,44377,2021,1,"c(1114280.32016851, 1046739.28068289)",2021-06-30
ground,FSJ,Necoslie,Old bridge,NC01,NC01,NC01,10,419849,6029785,44398,2021,2,"c(1114280.32016851, 1046739.28068289)",2021-07-21
ground,FSJ,Necoslie,Old bridge,NC01,NC01,NC01,10,419849,6029785,44433,2021,3,"c(1114280.32016851, 1046739.28068289)",2021-08-25
ground,FSJ,Necoslie,Old bridge,NC01,NC01,NA,10,419327,6033951,44761,2022,1,"c(1113583.05538738, 1050892.16571252)",2022-07-19
ground,FSJ,Necoslie,Old bridge,NC01,NC01,NA,10,419327,6033951,44798,2022,2,"c(1113583.05538738, 1050892.16571252)",2022-08-25
ground,FSJ,Necoslie,Old bridge,NC01,NC01,NA,10,419327,6033951,44819,2022,3,"c(1113583.05538738, 1050892.16571252)",2022-09-15
ground,FF,Nine mile,Plunge pool below Settlement Rd,9M01,9M01,9M01,10,403904,5998764,44355,2021,1,"c(1099705.19980732, 1014975.17322007)",2021-06-08
ground,FF,Nine mile,Plunge pool below Settlement Rd,9M01,9M01,9M01,10,403904,5998764,44399,2021,2,"c(1099705.19980732, 1014975.17322007)",2021-07-22
ground,FF,Nine mile,Plunge pool below Settlement Rd,9M01,9M01,9M01,10,403904,5998764,44434,2021,3,"c(1099705.19980732, 1014975.17322007)",2021-08-26
ground,FF,Nine Mile,Plunge pool below Settlement Rd,9M01,9M01,9M01,10,403904,5998764,44763,2022,1,"c(1099705.19980732, 1014975.17322007)",2022-07-21
ground,FF,Nine Mile,Plunge pool below Settlement Rd,9M01,9M01,9M01,10,403904,5998764,44797,2022,2,"c(1099705.19980732, 1014975.17322007)",2022-08-24
ground,FF,Nine Mile,Plunge pool below Settlement Rd,9M01,9M01,9M01,10,403904,5998764,44831,2022,3,"c(1099705.19980732, 1014975.17322007)",2022-09-27
ground,FF,Nine Mile,Above settlement road,9M02,9M02,9M02,10,403905,5998788,No sample,2022,1,"c(1099705.17872074, 1014999.2665431)",NA
ground,FF,Nine Mile,Above settlement road,9M02,9M02,9M02,10,403905,5998788,44797,2022,2,"c(1099705.17872074, 1014999.2665431)",2022-08-24
ground,FF,Nine Mile,Above settlement road,9M02,9M02,9M02,10,403905,5998788,No sample,2022,3,"c(1099705.17872074, 1014999.2665431)",NA
riverboat,NKVF,Nine Mile,Near confluence with Nechako,NM01 (9M00),9M00,NA,10,406094,5996940,45120,2023,1,"c(1101965.24182023, 1013240.15172746)",2023-07-13
riverboat,NKVF,Nine Mile,Near confluence with Nechako,NM01 (9M00),9M00,NA,10,406094,5996940,no sample,2023,2,"c(1101965.24182023, 1013240.15172746)",NA
riverboat,NKVF,Nine Mile,Near confluence with Nechako,NM01 (9M00),9M00,NA,10,406094,5996940,"Aug 22,2023",2023,3,"c(1101965.24182023, 1013240.15172746)",NA
ground,FF,Nine Mile,Plunge pool below Settlement Rd,9M01,9M01,9M01,10,403904,5998764,45111,2023,1,"c(1099705.19980732, 1014975.17322007)",2023-07-04
ground,FF,Nine Mile,Plunge pool below Settlement Rd,9M01,9M01,9M01,10,403904,5998764,45132,2023,2,"c(1099705.19980732, 1014975.17322007)",2023-07-25
ground,FF,Nine Mile,Plunge pool below Settlement Rd,9M01,9M01,9M01,10,403904,5998764,45169,2023,3,"c(1099705.19980732, 1014975.17322007)",2023-08-31
ground,FF,Ormond,Above Stella Rd,OR01,OR01,OR01,10,385853,5995726,44355,2021,1,"c(1081843.63906706, 1011165.26484345)",2021-06-08
ground,FF,Ormond,Above Stella Rd,OR01,OR01,OR01,10,385853,5995726,44399,2021,2,"c(1081843.63906706, 1011165.26484345)",2021-07-22
ground,FF,Ormond,Above Stella Rd,OR01,OR01,OR01,10,385853,5995726,44434,2021,3,"c(1081843.63906706, 1011165.26484345)",2021-08-26
ground,FF,Ormond,Above Stella Rd,OR1,OR01,OR01,10,385853,5995726,44763,2022,1,"c(1081843.63906706, 1011165.26484345)",2022-07-21
ground,FF,Ormond,Above Stella Rd,OR1,OR01,OR01,10,385853,5995726,44797,2022,2,"c(1081843.63906706, 1011165.26484345)",2022-08-24
ground,FF,Ormond,Above Stella Rd,OR1,OR01,OR01,10,385853,5995726,44831,2022,3,"c(1081843.63906706, 1011165.26484345)",2022-09-27
ground,FF,Ormond,Above Stella Rd,OR1,OR1,OR01,10,385853,5995726,45111,2023,1,"c(1081843.63906706, 1011165.26484345)",2023-07-04
ground,FF,Ormond,Above Stella Rd,OR1,OR1,OR01,10,385853,5995726,45132,2023,2,"c(1081843.63906706, 1011165.26484345)",2023-07-25
ground,FF,Ormond,Above Stella Rd,OR1,OR1,OR01,10,385853,5995726,45169,2023,3,"c(1081843.63906706, 1011165.26484345)",2023-08-31
ground,END,Shovel (Endako trib),Shovel mainstem,SH00,SH00,NA,10,350362,6001464,45113,2023,1,"c(1046231.59143497, 1015408.30920232)",2023-07-06
ground,END,Shovel (Endako trib),Shovel mainstem,SH00,SH00,NA,10,350362,6001464,no sample,2023,2,"c(1046231.59143497, 1015408.30920232)",NA
ground,END,Shovel (Endako trib),Shovel mainstem,SH00,SH00,NA,10,350362,6001464,no sample,2023,3,"c(1046231.59143497, 1015408.30920232)",NA
ground,END,Shovel (Endako trib),Shovel mainstem,SH01,SH01,NA,10,350650,6001566,45113,2023,1,"c(1046514.26250618, 1015522.74370043)",2023-07-06
ground,END,Shovel (Endako trib),Shovel mainstem,SH01,SH01,NA,10,350650,6001566,no sample,2023,2,"c(1046514.26250618, 1015522.74370043)",NA
ground,END,Shovel (Endako trib),Shovel mainstem,SH01,SH01,NA,10,350650,6001566,no sample,2023,3,"c(1046514.26250618, 1015522.74370043)",NA
riverboat,NKPG,Sinkut,Near confluence with Nechako,SU01,SU00,n/a,10,444492,5981843,45119,2023,1,"c(1140877.37873029, 999737.002044546)",2023-07-12
riverboat,NKPG,Sinkut,Near confluence with Nechako,SU01,SU00,NA,10,444492,5981843,no sample,2023,2,"c(1140877.37873029, 999737.002044546)",NA
riverboat,NKPG,Sinkut,Near confluence with Nechako,SU01,SU00,NA,10,444492,5981843,45159,2023,3,"c(1140877.37873029, 999737.002044546)",2023-08-21
riverboat,NKUN,Smith,Near confluence with Nechako,SM01,SM00,NA,10,403154,5984618,45119,2023,1,"c(1099557.33589157, 1000767.47728042)",2023-07-12
riverboat,NKUN,Smith,Near confluence with Nechako,SM01,SM00,NA,10,403154,5984618,no sample,2023,2,"c(1099557.33589157, 1000767.47728042)",NA
riverboat,NKUN,Smith,Near confluence with Nechako,SM01,SM00,NA,10,403154,5984618,no sample,2023,3,"c(1099557.33589157, 1000767.47728042)",NA
ground,FSJ,Sowchea,Below bridge,SC01,SC01,SC01,10,401034,6026933,44377,2021,1,"c(1095649.3830111, 1043082.28194356)",2021-06-30
ground,FSJ,Sowchea,Below bridge,SC01,SC01,SC01,10,401034,6026933,no sample,2021,2,"c(1095649.3830111, 1043082.28194356)",NA
ground,FSJ,Sowchea,Below bridge,SC01,SC01,SC01,10,401034,6026933,44433,2021,3,"c(1095649.3830111, 1043082.28194356)",2021-08-25
ground,FSJ,Sowchea,Below bridge,SC01,SC01,SC01,10,401034,6026933,44761,2022,1,"c(1095649.3830111, 1043082.28194356)",2022-07-19
ground,FSJ,Sowchea,Below bridge,SC01,SC01,SC01,10,401034,6026933,44798,2022,2,"c(1095649.3830111, 1043082.28194356)",2022-08-25
ground,FSJ,Sowchea,Below bridge,SC01,SC01,SC01,10,401034,6026933,44819,2022,3,"c(1095649.3830111, 1043082.28194356)",2022-09-15
ground,VF,Stoney,Stoney foot br,ST01 ,ST01 ,ST01 ,10,433075,5985805,44375,2021,1,"c(1129329.47575361, 1003224.31625425)",2021-06-28
ground,VF,Stoney,Stoney foot br,ST01 ,ST01 ,ST01 ,10,433075,5985805,44398,2021,2,"c(1129329.47575361, 1003224.31625425)",2021-07-21
ground,VF,Stoney,Stoney foot br,ST01 ,ST01 ,ST01 ,10,433075,5985805,44432,2021,3,"c(1129329.47575361, 1003224.31625425)",2021-08-24
ground,UN,Swanson,Airfield,SW01,SW01,SW 0.5,10,385733,5954098,44033,2020,1,"c(1083485.80793904, 969447.001509018)",2020-07-21
ground,UN,Swanson,Airfield,SW01,SW01,SW 0.5,10,385733,5954098,44071,2020,2,"c(1083485.80793904, 969447.001509018)",2020-08-28
ground,UN,Swanson,Just below KDR,SW01,SW01,SW 0.5,10,385733,5954098,44110,2020,3,"c(1083485.80793904, 969447.001509018)",2020-10-06
ground,UN,Swanson,Airfield,SW01,SW01,SW 0.5,10,385733,5954098,44138,2020,4,"c(1083485.80793904, 969447.001509018)",2020-11-03
ground,UN,Swanson,Walkin site,SW01,SW01,SW01,10,385733,5954098,44357,2021,1,"c(1083485.80793904, 969447.001509018)",2021-06-10
ground,UN,Swanson,Walkin site,SW01,SW01,SW01,10,385733,5954098,no sample,2021,2,"c(1083485.80793904, 969447.001509018)",NA
ground,UN,Swanson,Walkin site,SW01,SW01,SW01,10,385733,5954098,44425,2021,3,"c(1083485.80793904, 969447.001509018)",2021-08-17
ground,UN,Swanson,Above KDR,SW02,SW02,SW02,10,386635,5953534,44357,2021,1,"c(1084408.65654261, 968920.018080176)",2021-06-10
ground,UN,Swanson,Above KDR,SW02,SW02,SW02,10,386635,5953534,no sample,2021,2,"c(1084408.65654261, 968920.018080176)",NA
ground,UN,Swanson,Above KDR,SW02,SW02,SW02,10,386635,5953534,44425,2021,3,"c(1084408.65654261, 968920.018080176)",2021-08-17
ground,UN,Swanson,Walkin site,SW01,SW01,SW01,10,385733,5954098,44741,2022,1,"c(1083485.80793904, 969447.001509018)",2022-06-29
ground,UN,Swanson,Walkin site,SW01,SW01,SW01,10,385733,5954098,no sample,2022,2,"c(1083485.80793904, 969447.001509018)",NA
ground,UN,Swanson,Walkin site,SW01,SW01,SW01,10,385733,5954098,44823,2022,3,"c(1083485.80793904, 969447.001509018)",2022-09-19
ground,UN,Swanson,Above KDR,SW02,SW02,SW01,10,386635,5953534,44741,2022,1,"c(1084408.65654261, 968920.018080176)",2022-06-29
ground,UN,Swanson,Above KDR,SW02,SW02,SW02,10,386635,5953534,no sample,2022,2,"c(1084408.65654261, 968920.018080176)",NA
ground,UN,Swanson,Above KDR,SW02,SW02,SW02,10,386635,5953534,44823,2022,3,"c(1084408.65654261, 968920.018080176)",2022-09-19
ground,UN,Swanson,Walkin site,SW01,SW01,SW01,10,385733,5954098,45119,2023,1,"c(1083485.80793904, 969447.001509018)",2023-07-12
ground,UN,Swanson,Walkin site,SW01,SW01,SW01,10,385733,5954098,45148,2023,2,"c(1083485.80793904, 969447.001509018)",2023-08-10
ground,UN,Swanson,Walkin site,SW01,SW01,SW01,10,385733,5954098,45178,2023,3,"c(1083485.80793904, 969447.001509018)",2023-09-09
ground,UN,Swanson,Above KDR,SW02,SW02,SW02,10,386635,5953534,45119,2023,1,"c(1084408.65654261, 968920.018080176)",2023-07-12
ground,UN,Swanson,Above KDR,SW02,SW02,SW02,10,386635,5953534,45148,2023,2,"c(1084408.65654261, 968920.018080176)",2023-08-10
ground,UN,Swanson,Above KDR,SW02,SW02,SW02,10,386635,5953534,45178,2023,3,"c(1084408.65654261, 968920.018080176)",2023-09-09
ground,UN,Sweden,Near confluence with Nechako,SN01,SN00,n/a,10,495761,5967050,45119,2023,1,"c(1192609.88754093, 987079.929202209)",2023-07-12
riverboat,NKPG,Sweden,Near confluence with Nechako,SN01,SN00,NA,10,495761,5967050,no sample,2023,2,"c(1192609.88754093, 987079.929202209)",NA
riverboat,NKPG,Sweden,Near confluence with Nechako,SN01,SN00,NA,10,495761,5967050,45159,2023,3,"c(1192609.88754093, 987079.929202209)",2023-08-21
riverboat,NKUN,Tahultzu,Near confluence with Nechako,TU01,TU00,NA,10,402847,5975968,45119,2023,1,"c(1099617.78398248, 992086.307137468)",2023-07-12
riverboat,NKUN,Tahultzu,Near confluence with Nechako,TU01,TU00,NA,10,402847,5975968,no sample,2023,2,"c(1099617.78398248, 992086.307137468)",NA
riverboat,NKUN,Tahultzu,Near confluence with Nechako,TU01,TU00,NA,10,402847,5975968,45160,2023,3,"c(1099617.78398248, 992086.307137468)",2023-08-22
riverboat,NKUN,Targe,Near confluence with Nechako,TE01,TE00,NA,10,386257,5955562,45120,2023,1,"c(1083946.19145288, 970936.118500475)",2023-07-13
riverboat,NKUN,Targe,Near confluence with Nechako,TE01,TE00,NA,10,386257,5955562,45153,2023,2,"c(1083946.19145288, 970936.118500475)",2023-08-15
riverboat,NKUN,Targe,Near confluence with Nechako,TE01,TE00,NA,10,386257,5955562,no sample,2023,3,"c(1083946.19145288, 970936.118500475)",NA
riverboat,NKPG,Tatentelichick,Near confluence with Nechako,TK01,TK00,n/a,10,494203,5968686,45119,2023,1,"c(1190987.33902874, 988653.662247062)",2023-07-12
riverboat,NKPG,Tatentelichick,Near confluence with Nechako,TK01,TK00,NA,10,494203,5968686,no sample,2023,2,"c(1190987.33902874, 988653.662247062)",NA
riverboat,NKPG,Tatentelichick,Near confluence with Nechako,TK01,TK00,NA,10,494203,5968686,45159,2023,3,"c(1190987.33902874, 988653.662247062)",2023-08-21
