photo_path,command,status_message
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900064/TimePhoto_20231004_172533_downstream.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900064/TimePhoto_20231004_172533_downstream.JPG,Warning: ICC_Profile deleted. Image colors may be affected - /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900064/TimePhoto_20231004_172533_downstream.JPG;     1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900066/20231004_172527_road.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900066/20231004_172527_road.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900066/20231004_172531_barrel.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900066/20231004_172531_barrel.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900066/20231004_172538_upstream.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900066/20231004_172538_upstream.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900066/20231004_172543_inlet.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900066/20231004_172543_inlet.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900066/20231004_172546_outlet.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900066/20231004_172546_outlet.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900066/20231004_172549_downstream.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900066/20231004_172549_downstream.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900066/20231004_172620_d_ownstream2.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900066/20231004_172620_d_ownstream2.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900073/TimePhoto_20231005_121947_road.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900073/TimePhoto_20231005_121947_road.JPG,Warning: ICC_Profile deleted. Image colors may be affected - /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900073/TimePhoto_20231005_121947_road.JPG;     1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900073/TimePhoto_20231005_122204_barrel.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900073/TimePhoto_20231005_122204_barrel.JPG,Warning: ICC_Profile deleted. Image colors may be affected - /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900073/TimePhoto_20231005_122204_barrel.JPG;     1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900073/TimePhoto_20231005_122353_outlet.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900073/TimePhoto_20231005_122353_outlet.JPG,Warning: ICC_Profile deleted. Image colors may be affected - /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900073/TimePhoto_20231005_122353_outlet.JPG;     1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900073/TimePhoto_20231005_122509_upstream.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900073/TimePhoto_20231005_122509_upstream.JPG,Warning: ICC_Profile deleted. Image colors may be affected - /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900073/TimePhoto_20231005_122509_upstream.JPG;     1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900073/TimePhoto_20231005_122523_inlet.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900073/TimePhoto_20231005_122523_inlet.JPG,Warning: ICC_Profile deleted. Image colors may be affected - /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900073/TimePhoto_20231005_122523_inlet.JPG;     1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900073/TimePhoto_20231005_122754_weird_ownstream.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900073/TimePhoto_20231005_122754_weird_ownstream.JPG,Warning: ICC_Profile deleted. Image colors may be affected - /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900073/TimePhoto_20231005_122754_weird_ownstream.JPG;     1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900073/TimePhoto_20231005_122822_downstream.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900073/TimePhoto_20231005_122822_downstream.JPG,Warning: ICC_Profile deleted. Image colors may be affected - /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900073/TimePhoto_20231005_122822_downstream.JPG;     1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900077/TimePhoto_20231005_104112_road.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900077/TimePhoto_20231005_104112_road.JPG,Warning: ICC_Profile deleted. Image colors may be affected - /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900077/TimePhoto_20231005_104112_road.JPG;     1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900077/TimePhoto_20231005_104332_downstream.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900077/TimePhoto_20231005_104332_downstream.JPG,Warning: ICC_Profile deleted. Image colors may be affected - /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900077/TimePhoto_20231005_104332_downstream.JPG;     1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900077/TimePhoto_20231005_104345_outlet.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900077/TimePhoto_20231005_104345_outlet.JPG,Warning: ICC_Profile deleted. Image colors may be affected - /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900077/TimePhoto_20231005_104345_outlet.JPG;     1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900077/TimePhoto_20231005_104401_barrel.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900077/TimePhoto_20231005_104401_barrel.JPG,Warning: ICC_Profile deleted. Image colors may be affected - /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900077/TimePhoto_20231005_104401_barrel.JPG;     1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900077/TimePhoto_20231005_105114_inlet.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900077/TimePhoto_20231005_105114_inlet.JPG,Warning: ICC_Profile deleted. Image colors may be affected - /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900077/TimePhoto_20231005_105114_inlet.JPG;     1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900077/TimePhoto_20231005_105119_upstream.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900077/TimePhoto_20231005_105119_upstream.JPG,Warning: ICC_Profile deleted. Image colors may be affected - /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900077/TimePhoto_20231005_105119_upstream.JPG;     1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900094/20231003_162111_road.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900094/20231003_162111_road.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900094/20231003_162113_barrel.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900094/20231003_162113_barrel.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900094/20231003_162117_upstream.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900094/20231003_162117_upstream.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900094/20231003_162121_inlet.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900094/20231003_162121_inlet.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900094/20231003_162124_outlet.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900094/20231003_162124_outlet.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900094/20231003_162128_downstream.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900094/20231003_162128_downstream.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900100/20230912_111822_road.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900100/20230912_111822_road.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900100/20230912_111825_barrel.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900100/20230912_111825_barrel.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900100/20230912_111831_upstream.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900100/20230912_111831_upstream.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900100/20230912_111840_inlet.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900100/20230912_111840_inlet.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900100/20230912_111846_outlet.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900100/20230912_111846_outlet.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900100/20230912_111855_downstream.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900100/20230912_111855_downstream.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900100/20230912_111900_condition.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900100/20230912_111900_condition.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900100/20230912_111930_u_pstreamgravel.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900100/20230912_111930_u_pstreamgravel.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900157/20231004_161909_road.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900157/20231004_161909_road.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900157/20231004_161917_barrel.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900157/20231004_161917_barrel.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900157/20231004_161922_upstream.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900157/20231004_161922_upstream.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900157/20231004_161929_inlet.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900157/20231004_161929_inlet.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900157/20231004_161933_outlet.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900157/20231004_161933_outlet.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900157/20231004_161941_downstream.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900157/20231004_161941_downstream.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900157/20231004_162006_d_ownstream2.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900157/20231004_162006_d_ownstream2.JPG,    1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900192/TimePhoto_20231004_103945_road.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900192/TimePhoto_20231004_103945_road.JPG,Warning: ICC_Profile deleted. Image colors may be affected - /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900192/TimePhoto_20231004_103945_road.JPG;     1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900192/TimePhoto_20231004_104031_inlet.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900192/TimePhoto_20231004_104031_inlet.JPG,Warning: ICC_Profile deleted. Image colors may be affected - /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900192/TimePhoto_20231004_104031_inlet.JPG;     1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900192/TimePhoto_20231004_104050_barrel.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900192/TimePhoto_20231004_104050_barrel.JPG,Warning: ICC_Profile deleted. Image colors may be affected - /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900192/TimePhoto_20231004_104050_barrel.JPG;     1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900192/TimePhoto_20231004_104655_upstream.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900192/TimePhoto_20231004_104655_upstream.JPG,Warning: ICC_Profile deleted. Image colors may be affected - /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900192/TimePhoto_20231004_104655_upstream.JPG;     1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900192/TimePhoto_20231004_105222_outlet.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900192/TimePhoto_20231004_105222_outlet.JPG,Warning: ICC_Profile deleted. Image colors may be affected - /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900192/TimePhoto_20231004_105222_outlet.JPG;     1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900192/TimePhoto_20231004_105825_downstream.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900192/TimePhoto_20231004_105825_downstream.JPG,Warning: ICC_Profile deleted. Image colors may be affected - /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900192/TimePhoto_20231004_105825_downstream.JPG;     1 image files updated
/Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900193/TimePhoto_20231004_111507_road.JPG,perl /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/library/exifr/exiftool/exiftool.pl -all= -overwrite_original /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900193/TimePhoto_20231004_111507_road.JPG,Warning: ICC_Profile deleted. Image colors may be affected - /Users/airvine/Library/CloudStorage/OneDrive-Personal/Projects/submissions/PSCIS/2023/fraser/photo_meta_rm/phase1/13900193/TimePhoto_20231004_111507_road.JPG;     1 image files updated
