area,waterbody,gazetted_name,local_name_1,local_name_2,analysis_yr,species,natural_adult_spawners,natural_jack_spawners,natural_spawners_total,adult_broodstock_removals,jack_broodstock_removals,total_broodstock_removals,other_removals,total_return_to_river,enumeration_methods,adult_presence,jack_presence,start_dtt,end_dtt,natural_adult_females,natural_adult_males,effective_females,weighted_pct_spawn,watershed_cde,waterbody_id,population,run_type,stream_arrival_dt_from,stream_arrival_dt_to,start_spawn_dt_from,start_spawn_dt_to,peak_spawn_dt_from,peak_spawn_dt_to,end_spawn_dt_from,end_spawn_dt_to,accuracy,precision,index_yn,reliability,estimate_stage,estimate_classification,no_inspections_used,estimate_method,created_dtt,updated_dtt,act_id,pop_id,gfe_id
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,1961,Chinook,NA,NA,NA,NA,NA,NA,NA,170,NA,PRESENT,UNKNOWN,15-AUG-61,15-OCT-61,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,25-AUG-61,NA,05-SEP-61,NA,15-SEP-61,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,969128,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,2010,Chinook,482,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NONE OBSERVED,12-AUG-10,18-AUG-10,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,NA,NA,18-AUG-10,NA,NA,NA,UNK,UNK,U,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),1,Peak Live * Expansion,17-MAY-16,NA,22434249,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,2009,Chinook,1309,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,13-AUG-09,19-AUG-09,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,NA,NA,19-AUG-09,NA,NA,NA,UNK,UNK,U,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),1,Peak Live * Expansion,17-MAY-16,NA,73401563,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,1985,Chinook,400,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,13-AUG-85,13-AUG-85,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,25-JUL-85,NA,15-AUG-85,NA,25-AUG-85,NA,05-SEP-85,NA,LOW,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,17-MAY-16,NA,60401156,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,2002,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,PRESENCE-ABSENCE (TYPE-6),NA,Unknown Estimate Method,17-MAY-16,NA,97079338,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,2023,Chinook,192,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NOT INSPECTED,NA,NA,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live * Expansion,23-APR-24,NA,76815442,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,1972,Chinook,NA,NA,NA,NA,NA,NA,NA,150,NA,PRESENT,UNKNOWN,15-SEP-72,NA,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,05-AUG-72,NA,NA,NA,05-SEP-72,NA,NA,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,969131,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,1983,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNKNOWN,UNKNOWN,NA,NA,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,17-MAY-16,NA,88803922,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,2011,Chinook,71,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NONE OBSERVED,11-AUG-11,17-AUG-11,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,NA,NA,17-AUG-11,NA,NA,NA,UNK,UNK,U,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),1,Peak Live * Expansion,17-MAY-16,NA,67279732,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,1977,Chinook,225,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,15-AUG-77,15-SEP-77,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,05-AUG-77,NA,NA,NA,25-AUG-77,NA,NA,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,17-MAY-16,NA,95482617,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,2012,Chinook,6,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NOT INSPECTED,09-AUG-12,15-AUG-12,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,U,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),1,Peak Live * Expansion,17-MAY-16,NA,59744144,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,1989,Chinook,400,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,18-AUG-89,18-AUG-89,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,05-AUG-89,NA,05-AUG-89,NA,15-AUG-89,NA,25-AUG-89,NA,LOW,UNK,NA,NA,NEAR FINAL,UNKNOWN,1,Unknown Estimate Method,17-MAY-16,NA,86035097,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,2016,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,NOT INSPECTED,NA,NA,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,NO SURVEY THIS YEAR,NA,Insufficient Information,09-SEP-24,NA,49659165,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,1990,Chinook,1000,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,23-AUG-90,23-AUG-90,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,05-AUG-90,NA,05-AUG-90,NA,15-AUG-90,NA,25-AUG-90,NA,LOW,UNK,NA,NA,NEAR FINAL,UNKNOWN,1,Unknown Estimate Method,17-MAY-16,NA,89465519,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,1991,Chinook,1000,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,05-AUG-91,NA,15-AUG-91,NA,15-AUG-91,NA,25-AUG-91,NA,MED,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,17-MAY-16,NA,21574917,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,2021,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,NOT INSPECTED,NA,NA,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,NO SURVEY THIS YEAR,NA,Insufficient Information,09-SEP-24,NA,99787123,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,1962,Chinook,NA,NA,NA,NA,NA,NA,NA,400,NA,PRESENT,UNKNOWN,15-AUG-62,15-SEP-62,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,25-AUG-62,NA,05-SEP-62,NA,25-SEP-62,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,969129,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,1974,Chinook,NA,NA,NA,NA,NA,NA,NA,200,NA,PRESENT,UNKNOWN,15-AUG-74,NA,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,969133,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,1998,Chinook,1788,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live * Expansion,17-MAY-16,NA,44128681,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,1976,Chinook,200,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,15-AUG-76,NA,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,05-AUG-76,NA,NA,NA,25-AUG-76,NA,NA,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,17-MAY-16,NA,41613591,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,2007,Chinook,410,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NOT INSPECTED,16-AUG-07,21-AUG-07,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,LOW,LOW,N,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),2,Peak Live * Expansion,17-MAY-16,NA,95545800,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,2015,Chinook,828,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,17-AUG-15,24-AUG-15,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live * Expansion,17-MAY-16,NA,56884426,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,1979,Chinook,200,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,15-JUL-79,15-AUG-79,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,25-JUL-79,NA,NA,NA,15-AUG-79,NA,NA,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,17-MAY-16,NA,82603686,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,2006,Chinook,549,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,17-AUG-06,22-AUG-06,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,NA,NA,NA,22-AUG-06,NA,NA,UNK,UNK,U,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live * Expansion,04-FEB-20,07-FEB-20,48534724,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,2019,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,NOT INSPECTED,NA,NA,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,NO SURVEY THIS YEAR,NA,Insufficient Information,09-SEP-24,NA,25323801,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,1981,Chinook,150,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,31-AUG-81,NA,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,01-AUG-81,NA,20-AUG-81,NA,25-AUG-81,NA,02-SEP-81,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,17-MAY-16,NA,23704632,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,1988,Chinook,1800,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,18-AUG-88,18-AUG-88,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,05-AUG-88,NA,05-AUG-88,NA,15-AUG-88,NA,25-AUG-88,NA,LOW,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,17-MAY-16,NA,26022254,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,1997,Chinook,549,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NOT INSPECTED,NA,NA,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live * Expansion,09-SEP-24,NA,63474761,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,2000,Chinook,694,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NA,17-AUG-00,28-AUG-00,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,01-AUG-00,10-AUG-00,11-AUG-00,20-AUG-00,11-AUG-00,20-AUG-00,01-SEP-00,10-SEP-00,UNK,UNK,NA,MED,NEAR FINAL,RELATIVE ABUNDANCE (TYPE-4),3,Peak Live * Expansion,17-MAY-16,NA,97081009,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,2022,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,NOT INSPECTED,NA,NA,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,NO SURVEY THIS YEAR,NA,Insufficient Information,23-APR-24,NA,66133694,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,1980,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNKNOWN,UNKNOWN,NA,NA,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,17-MAY-16,NA,36708879,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,2003,Chinook,241,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NOT INSPECTED,14-AUG-03,14-AUG-03,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,NA,NA,12-AUG-03,17-AUG-03,NA,NA,UNK,UNK,NA,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),1,Peak Live * Expansion,17-MAY-16,NA,29256324,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,1994,Chinook,1231,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,24-AUG-94,24-AUG-94,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,25-JUL-94,NA,05-AUG-94,NA,25-AUG-94,NA,05-SEP-94,NA,LOW,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,17-MAY-16,NA,60546071,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,1973,Chinook,NA,NA,NA,NA,NA,NA,NA,275,NA,PRESENT,UNKNOWN,15-SEP-73,NA,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,05-AUG-73,NA,NA,NA,05-SEP-73,NA,NA,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,969132,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,2004,Chinook,1044,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,18-AUG-04,23-AUG-04,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,MED,MED,NA,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),1,Peak Live * Expansion,17-MAY-16,NA,42294596,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,1996,Chinook,500,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,NOT INSPECTED,NA,NA,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live * Expansion,09-SEP-24,NA,85114247,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,2001,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,NOT INSPECTED,NA,NA,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,NO SURVEY THIS YEAR,NA,Insufficient Information,09-SEP-24,NA,35628061,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,1993,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNKNOWN,UNKNOWN,NA,NA,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,17-MAY-16,NA,68614604,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,1975,Chinook,200,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,15-AUG-75,NA,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,05-AUG-75,NA,NA,NA,25-AUG-75,NA,NA,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,17-MAY-16,NA,96560369,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,2020,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,NOT INSPECTED,NA,NA,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,NO SURVEY THIS YEAR,NA,Insufficient Information,09-SEP-24,NA,27843107,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,1984,Chinook,150,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,20-AUG-84,20-AUG-84,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,05-AUG-84,NA,10-AUG-84,NA,15-AUG-84,NA,25-AUG-84,NA,LOW,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,17-MAY-16,NA,45437194,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,1987,Chinook,2000,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,23-AUG-87,23-AUG-87,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,05-AUG-87,NA,15-AUG-87,NA,25-AUG-87,NA,05-SEP-87,NA,MED,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,17-MAY-16,NA,88852195,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,1992,Chinook,1800,NA,NA,NA,NA,NA,NA,NA,NA,PRESENT,UNKNOWN,12-AUG-92,12-AUG-92,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,25-JUL-92,NA,05-AUG-92,NA,20-AUG-92,NA,05-SEP-92,NA,LOW,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,17-MAY-16,NA,76653331,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,1982,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNKNOWN,UNKNOWN,NA,NA,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,17-MAY-16,NA,16926612,47528,168
29I,MORKILL RIVER,MORKILL RIVER,MORKILL RIVER,NA,2017,Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,NOT INSPECTED,NA,NA,NA,NA,NA,NA,100-774700-00000-00000-0000-0000-000-000-000-000-000-000,00000MORK,Morkill River (Prince George) Chinook Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,NO SURVEY THIS YEAR,NA,Insufficient Information,09-SEP-24,NA,31497470,47528,168
29B,MURRAY CREEK,MURRAY CREEK,TWIGG CREEK,NA,1977,Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,900-004300-66600-00000-0000-0000-000-000-000-000-000-000,00000LFRA,Murray Creek (Surrey) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,777696,49806,680
29B,MURRAY CREEK,MURRAY CREEK,TWIGG CREEK,NA,1958,Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,900-004300-66600-00000-0000-0000-000-000-000-000-000-000,00000LFRA,Murray Creek (Surrey) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,777677,49806,680
29B,MURRAY CREEK,MURRAY CREEK,TWIGG CREEK,NA,1975,Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,900-004300-66600-00000-0000-0000-000-000-000-000-000-000,00000LFRA,Murray Creek (Surrey) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,777694,49806,680
29B,MURRAY CREEK,MURRAY CREEK,TWIGG CREEK,NA,1994,Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,900-004300-66600-00000-0000-0000-000-000-000-000-000-000,00000LFRA,Murray Creek (Surrey) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,777706,49806,680
29B,MURRAY CREEK,MURRAY CREEK,TWIGG CREEK,NA,1997,Coho,116,NA,NA,NA,NA,NA,NA,NA,"Stream Walk, Other",PRESENT,NA,03-DEC-97,29-JAN-98,NA,NA,NA,NA,900-004300-66600-00000-0000-0000-000-000-000-000-000-000,00000LFRA,Murray Creek (Surrey) Coho,FALL,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,LOW,NEAR FINAL,RELATIVE: VARYING MULTI-YEAR METHODS,3,Unknown Estimate Method,22-OCT-03,NA,20112323,1794,680
29B,MURRAY CREEK,MURRAY CREEK,TWIGG CREEK,NA,1956,Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT INSPECTED,UNKNOWN,NA,NA,NA,NA,NA,NA,900-004300-66600-00000-0000-0000-000-000-000-000-000-000,00000LFRA,Murray Creek (Surrey) Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,746505,49806,680
